TransactionAmount,TransactionTime,TransactionType,MerchantCategory,TransactionLocation,DeviceType,TransactionFrequency,SpendingPattern,CardPresent,PastFraudHistory,Velocity,DistanceFromLast,AmountRatio,AccountAge,IsFraud
2.46,6.0,ATM,Groceries,Local,Mobile,15.0,Medium,Yes,0.0,2.0,4241.2,0.05,123.0,0
103.7,3.0,Online,Electronics,Local,Desktop,17.0,Low,Yes,0.0,2.0,226.6,1.66,7.0,0
19.49,7.0,Online,Clothing,Local,POS_Terminal,16.0,Medium,No,0.0,1.0,2102.7,0.14,123.0,0
282.11,12.0,Online,Groceries,Local,Mobile,8.0,Medium,Yes,0.0,3.0,2197.6,2.66,218.0,0
307.76,3.0,Online,Others,Domestic,Tablet,17.0,Low,Yes,0.0,1.0,2691.4,2.62,90.0,0
246.35,5.0,POS,Groceries,Local,Mobile,11.0,Low,Yes,0.0,2.0,2406.7,3.15,20.0,0
46.23,4.0,Online,Electronics,Domestic,Tablet,11.0,Low,Yes,0.0,5.0,4839.8,0.27,98.0,0
1.56,11.0,Online,Groceries,Local,Desktop,6.0,Medium,Yes,0.0,4.0,392.7,0.01,161.0,0
263.55,3.0,POS,Electronics,Local,Mobile,2.0,Low,Yes,1.0,4.0,1325.1,3.46,211.0,0
55.89,23.0,POS,Travel,Local,Desktop,1.0,Medium,Yes,0.0,2.0,4843.1,0.37,145.0,0
340.08,8.0,POS,Clothing,Local,Tablet,6.0,Low,Yes,0.0,4.0,2226.5,6.69,235.0,0
331.37,3.0,Online,Groceries,Domestic,Mobile,5.0,Low,Yes,0.0,1.0,2855.8,2.16,229.0,0
191.74,18.0,POS,Groceries,Domestic,Tablet,9.0,Medium,No,0.0,4.0,405.1,1.97,6.0,0
34.88,23.0,POS,Travel,Local,Desktop,5.0,Low,No,0.0,5.0,1420.3,0.27,123.0,0
48.63,13.0,POS,Groceries,Local,Mobile,18.0,High,Yes,0.0,3.0,198.3,0.77,86.0,0
190.47,4.0,Online,Electronics,Domestic,POS_Terminal,19.0,High,Yes,0.0,1.0,687.5,1.1,230.0,0
38.11,17.0,POS,Groceries,Local,Desktop,15.0,Low,Yes,0.0,3.0,3166.6,0.74,81.0,0
18.57,9.0,Online,Groceries,Local,Mobile,15.0,Medium,No,1.0,3.0,3818.1,0.1,148.0,0
81.37,18.0,POS,Groceries,Local,Mobile,9.0,Low,No,0.0,5.0,4350.4,2.62,106.0,0
275.13,11.0,Online,Others,Domestic,Desktop,14.0,Medium,Yes,0.0,5.0,1257.3,3.83,170.0,0
119.08,17.0,ATM,Travel,Local,Tablet,5.0,Low,Yes,0.0,5.0,1664.3,0.98,191.0,0
84.41,16.0,POS,Clothing,Local,Desktop,17.0,High,No,0.0,5.0,2847.0,0.48,41.0,0
10.22,23.0,POS,Groceries,Domestic,Tablet,15.0,Low,Yes,0.0,1.0,418.4,0.08,218.0,0
95.45,10.0,Online,Clothing,International,Tablet,17.0,High,No,0.0,5.0,4033.6,1.62,92.0,0
461.06,2.0,POS,Clothing,Local,Desktop,9.0,Medium,Yes,0.0,1.0,2416.5,2.64,114.0,0
15.09,22.0,POS,Clothing,Local,Desktop,13.0,Low,No,0.0,4.0,4827.5,0.12,109.0,0
73.05,16.0,Online,Groceries,Local,POS_Terminal,13.0,Low,No,0.0,3.0,586.6,1.18,200.0,0
209.86,0.0,ATM,Others,Local,POS_Terminal,5.0,Medium,Yes,0.0,4.0,666.5,1.73,235.0,0
135.0,14.0,Online,Electronics,Local,Desktop,14.0,Low,Yes,0.0,4.0,1742.9,0.95,135.0,0
119.41,8.0,POS,Others,Local,Desktop,7.0,High,No,0.0,2.0,1033.8,0.84,199.0,0
121.23,14.0,POS,Groceries,International,Mobile,5.0,High,No,0.0,4.0,3483.0,0.81,157.0,0
44.55,23.0,POS,Groceries,Domestic,Mobile,12.0,Medium,Yes,0.0,4.0,4734.1,0.25,67.0,0
34.76,2.0,Online,Groceries,Local,Tablet,3.0,Medium,Yes,0.0,2.0,449.5,0.21,144.0,0
165.74,21.0,Online,Travel,Domestic,Desktop,9.0,Low,No,0.0,4.0,1211.2,1.28,77.0,0
166.13,18.0,ATM,Electronics,Local,Mobile,10.0,High,Yes,0.0,2.0,1189.5,6.44,50.0,0
201.8,12.0,POS,Luxury,Local,Tablet,1.0,Low,Yes,0.0,1.0,2545.4,1.3,82.0,0
244.46,11.0,Online,Luxury,International,POS_Terminal,14.0,Low,No,0.0,3.0,2260.1,1.25,44.0,0
71.61,19.0,POS,Clothing,International,POS_Terminal,1.0,Low,Yes,0.0,5.0,3634.3,0.95,205.0,0
69.62,0.0,POS,Clothing,Local,Desktop,10.0,High,No,0.0,4.0,3663.2,0.54,31.0,0
160.09,20.0,Online,Travel,Local,Desktop,11.0,Low,No,0.0,1.0,2863.8,1.01,67.0,0
104.97,16.0,POS,Clothing,Local,Mobile,2.0,High,No,0.0,3.0,2955.1,0.78,222.0,0
121.06,12.0,Online,Electronics,Local,Tablet,2.0,Low,Yes,0.0,1.0,4211.6,0.65,3.0,0
158.86,0.0,Online,Clothing,Domestic,POS_Terminal,11.0,Low,No,0.0,2.0,1984.7,1.51,90.0,0
220.73,9.0,ATM,Others,Local,Tablet,8.0,Medium,Yes,0.0,1.0,61.7,1.91,194.0,0
41.25,14.0,Online,Electronics,Local,Tablet,3.0,Low,Yes,0.0,4.0,1065.2,1.53,103.0,0
47.09,6.0,Online,Others,Local,Mobile,9.0,Low,Yes,0.0,4.0,176.8,0.26,226.0,0
9.87,21.0,Online,Groceries,Local,Desktop,16.0,Medium,Yes,0.0,5.0,1967.5,0.15,102.0,0
86.34,17.0,POS,Electronics,Domestic,Desktop,16.0,Low,Yes,1.0,5.0,1789.2,0.44,205.0,0
3.66,15.0,POS,Groceries,Domestic,Tablet,10.0,Low,No,0.0,4.0,493.1,0.06,75.0,0
62.66,13.0,Online,Groceries,Local,Mobile,6.0,Low,No,0.0,1.0,3775.1,0.95,101.0,0
78.23,17.0,Online,Luxury,Local,Desktop,11.0,Medium,No,0.0,4.0,2765.3,0.73,7.0,0
33.76,6.0,Online,Others,Local,Mobile,8.0,Medium,No,0.0,1.0,1128.5,0.24,235.0,0
89.36,16.0,POS,Travel,Local,Desktop,1.0,Low,Yes,0.0,4.0,3795.6,0.9,27.0,0
3.1,17.0,POS,Others,Local,Tablet,6.0,Low,Yes,0.0,3.0,3339.7,0.04,7.0,0
3.81,11.0,POS,Groceries,Local,Desktop,8.0,Low,Yes,0.0,1.0,958.0,0.03,8.0,0
172.94,7.0,Online,Groceries,Local,Tablet,14.0,Low,Yes,0.0,2.0,4914.4,0.9,100.0,0
44.66,21.0,Online,Clothing,Local,Desktop,3.0,Medium,Yes,0.0,2.0,887.1,0.23,42.0,0
13.59,1.0,Online,Luxury,Domestic,Mobile,2.0,Low,Yes,0.0,5.0,3858.5,0.17,221.0,0
73.87,6.0,POS,Groceries,Local,Mobile,1.0,Medium,Yes,0.0,3.0,4841.4,0.52,85.0,0
146.96,3.0,POS,Others,Domestic,POS_Terminal,11.0,High,Yes,0.0,2.0,3627.5,0.98,154.0,0
24.31,17.0,Online,Clothing,Local,Mobile,6.0,High,Yes,0.0,4.0,3328.9,0.18,61.0,0
97.52,5.0,Online,Others,Domestic,Mobile,8.0,Low,Yes,0.0,2.0,4516.6,2.42,20.0,0
8.92,8.0,POS,Electronics,Local,Mobile,7.0,Medium,,1.0,4.0,1345.7,0.08,221.0,0
5.31,8.0,Online,Electronics,Domestic,Mobile,6.0,High,Yes,0.0,3.0,1385.8,0.03,79.0,0
75.79,13.0,POS,Travel,Local,Desktop,18.0,Low,Yes,0.0,5.0,3205.8,1.35,87.0,0
77.79,7.0,Online,Travel,International,Desktop,12.0,High,Yes,0.0,2.0,4410.7,0.94,79.0,0
101.45,18.0,Online,Groceries,Domestic,POS_Terminal,8.0,High,Yes,0.0,5.0,3086.9,1.79,51.0,0
129.5,2.0,Online,Others,Local,Tablet,19.0,Low,Yes,0.0,3.0,4885.2,0.72,74.0,0
372.36,17.0,Online,Others,Local,Mobile,5.0,Low,Yes,0.0,1.0,1114.5,2.13,130.0,0
72.63,4.0,POS,Groceries,Domestic,Tablet,19.0,Low,Yes,0.0,3.0,4129.4,1.44,116.0,0
39.0,13.0,Online,Groceries,International,Tablet,9.0,Low,Yes,0.0,3.0,4636.3,0.25,128.0,0
158.57,3.0,Online,Electronics,Domestic,Tablet,12.0,High,Yes,0.0,3.0,2135.0,1.85,30.0,0
31.59,6.0,Online,Electronics,Domestic,Desktop,15.0,High,Yes,0.0,1.0,4809.9,0.22,229.0,0
57.8,19.0,Online,Travel,Domestic,Mobile,13.0,High,No,0.0,1.0,1010.7,0.53,91.0,0
8.17,11.0,POS,Groceries,Local,Tablet,13.0,Low,Yes,0.0,3.0,4764.2,0.08,145.0,0
2.57,1.0,ATM,Clothing,Local,Tablet,5.0,High,Yes,0.0,1.0,4514.0,0.01,195.0,0
328.74,10.0,Online,Clothing,Local,Desktop,2.0,High,Yes,1.0,4.0,330.7,2.44,200.0,0
180.78,13.0,POS,Groceries,Domestic,Mobile,19.0,High,No,0.0,3.0,2606.7,2.9,171.0,0
119.06,21.0,Online,Clothing,Local,Desktop,8.0,High,No,0.0,2.0,2644.2,2.98,101.0,0
52.59,22.0,POS,Groceries,Local,Mobile,14.0,Low,Yes,0.0,4.0,284.9,0.28,49.0,0
19.03,15.0,POS,Groceries,Local,Mobile,6.0,Low,No,0.0,3.0,197.7,0.4,4.0,0
17.01,19.0,POS,Clothing,Domestic,Mobile,7.0,Low,Yes,0.0,2.0,25.5,0.11,216.0,0
28.8,5.0,Online,Others,Local,Mobile,14.0,Low,No,0.0,2.0,2622.5,0.26,29.0,0
79.68,22.0,ATM,Groceries,Local,Desktop,6.0,Medium,Yes,0.0,5.0,2319.1,1.76,200.0,0
125.38,3.0,Online,Electronics,Local,Mobile,16.0,Low,Yes,0.0,5.0,4702.3,0.78,162.0,0
107.94,14.0,Online,Groceries,Local,Mobile,4.0,Low,Yes,0.0,2.0,1711.5,0.59,137.0,0
32.84,23.0,POS,Groceries,Domestic,Mobile,7.0,Low,No,0.0,3.0,3291.1,0.78,186.0,0
309.81,0.0,POS,Electronics,Local,Mobile,16.0,High,No,0.0,3.0,37.8,9.66,81.0,0
133.9,6.0,POS,Travel,Domestic,Desktop,4.0,Low,Yes,0.0,3.0,3317.7,0.77,74.0,0
80.82,11.0,Online,Groceries,Local,Mobile,7.0,Low,Yes,0.0,3.0,4567.3,0.73,152.0,0
94.6,9.0,ATM,Others,Local,Mobile,2.0,Low,Yes,0.0,2.0,1773.8,0.67,184.0,0
54.4,4.0,POS,Groceries,Local,Desktop,8.0,Low,No,0.0,1.0,1570.3,0.55,237.0,0
28.47,11.0,Online,Others,Local,Mobile,10.0,Medium,Yes,1.0,1.0,3130.1,0.3,214.0,0
44.0,17.0,ATM,Others,Local,Mobile,2.0,Medium,Yes,0.0,3.0,1642.8,0.6,81.0,0
141.82,9.0,POS,Clothing,Local,Tablet,6.0,Low,Yes,0.0,5.0,2012.1,1.17,223.0,0
1.45,5.0,Online,Groceries,Domestic,Desktop,4.0,High,Yes,0.0,2.0,1365.6,0.03,108.0,0
12.34,11.0,Online,Clothing,International,Tablet,1.0,Low,Yes,0.0,1.0,1724.4,0.08,189.0,0
4.71,6.0,Online,Clothing,International,Desktop,6.0,High,Yes,0.0,2.0,3397.1,0.04,201.0,0
4.16,17.0,POS,Others,International,POS_Terminal,12.0,High,Yes,0.0,5.0,4611.9,0.02,207.0,0
193.42,1.0,Online,Clothing,Local,Mobile,14.0,High,Yes,0.0,2.0,2915.6,1.04,191.0,0
121.62,9.0,Online,Electronics,Local,Desktop,15.0,Low,Yes,0.0,5.0,50.2,0.67,170.0,0
64.28,14.0,POS,Luxury,Local,Desktop,18.0,Low,No,0.0,5.0,1319.5,0.5,115.0,0
10.3,11.0,Online,Others,Local,POS_Terminal,17.0,Low,Yes,0.0,4.0,4761.2,0.13,222.0,0
67.65,16.0,POS,Clothing,Domestic,Desktop,9.0,Low,No,1.0,5.0,4551.6,0.8,17.0,0
64.15,3.0,ATM,Others,Domestic,Tablet,15.0,Low,Yes,0.0,4.0,578.2,0.47,199.0,0
19.02,6.0,Online,Clothing,Domestic,Desktop,18.0,Low,Yes,0.0,5.0,4542.1,0.13,238.0,0
56.89,8.0,Online,Clothing,Domestic,Tablet,18.0,Low,No,0.0,5.0,4822.6,1.16,237.0,0
50.83,18.0,POS,Clothing,Local,Tablet,5.0,Low,Yes,0.0,2.0,1622.9,0.25,90.0,0
95.67,22.0,POS,Travel,Local,POS_Terminal,16.0,High,Yes,0.0,4.0,3505.0,2.43,194.0,0
100.81,6.0,POS,Electronics,Local,Tablet,9.0,Medium,Yes,0.0,1.0,2799.9,0.78,48.0,0
4.64,22.0,POS,Clothing,International,Mobile,3.0,Low,No,0.0,1.0,1685.2,0.04,221.0,0
46.94,1.0,POS,Clothing,International,Mobile,12.0,High,Yes,0.0,2.0,766.7,0.37,113.0,0
98.31,5.0,Online,Electronics,Local,Mobile,14.0,High,Yes,0.0,1.0,1834.6,0.85,198.0,0
69.94,17.0,POS,Electronics,Local,Mobile,1.0,Low,Yes,0.0,1.0,4639.0,2.3,161.0,0
194.13,5.0,Online,Travel,Local,Mobile,9.0,,No,0.0,5.0,4056.2,0.97,38.0,0
107.5,12.0,POS,Clothing,Local,Desktop,9.0,Low,Yes,0.0,3.0,1653.4,0.55,1.0,0
17.79,18.0,Online,Groceries,Domestic,Tablet,13.0,High,Yes,0.0,3.0,2738.4,0.16,55.0,0
7.32,1.0,Online,Luxury,Local,Mobile,8.0,Low,Yes,0.0,1.0,2029.8,0.13,183.0,0
102.84,11.0,Online,Others,Local,Desktop,11.0,Medium,No,0.0,2.0,2331.2,1.94,138.0,0
2.69,14.0,ATM,Electronics,Local,Mobile,14.0,Medium,Yes,0.0,2.0,3806.1,0.09,116.0,0
88.13,13.0,POS,Groceries,International,Tablet,16.0,Medium,Yes,0.0,4.0,2715.0,0.68,55.0,0
281.73,5.0,POS,Others,Local,Mobile,11.0,Low,Yes,0.0,2.0,905.2,2.66,95.0,0
85.68,17.0,POS,Others,Domestic,Desktop,19.0,Low,Yes,0.0,2.0,1345.2,0.9,125.0,0
49.13,4.0,POS,Groceries,Local,POS_Terminal,10.0,Low,No,0.0,5.0,2839.0,0.43,24.0,0
103.08,17.0,Online,Groceries,Local,Mobile,8.0,Low,No,0.0,5.0,3464.1,0.58,200.0,0
61.3,2.0,POS,Electronics,Local,Tablet,11.0,Medium,Yes,0.0,1.0,2540.6,1.87,28.0,0
78.88,2.0,Online,Clothing,Domestic,Tablet,8.0,High,Yes,0.0,2.0,3101.1,0.67,92.0,0
283.81,21.0,POS,Groceries,Domestic,Mobile,10.0,High,No,1.0,3.0,3946.9,1.94,108.0,0
48.79,21.0,ATM,Clothing,Local,POS_Terminal,17.0,Low,Yes,0.0,2.0,2727.0,0.25,51.0,0
324.91,9.0,ATM,Electronics,Local,Tablet,11.0,Low,Yes,0.0,2.0,4886.0,2.12,126.0,0
235.76,18.0,POS,Others,Domestic,Mobile,12.0,High,Yes,0.0,1.0,1177.8,1.99,174.0,0
21.79,2.0,POS,Electronics,Domestic,Mobile,10.0,High,Yes,0.0,3.0,4598.4,0.14,200.0,0
7.19,11.0,Online,Clothing,Local,Desktop,17.0,Low,Yes,0.0,1.0,1238.3,0.04,157.0,0
10.62,15.0,ATM,Others,Local,Tablet,3.0,Medium,Yes,0.0,2.0,2658.2,0.06,147.0,0
1.84,16.0,POS,Groceries,Domestic,Mobile,7.0,Low,No,0.0,3.0,2279.5,0.05,93.0,0
9.92,6.0,POS,Groceries,Local,Tablet,3.0,Low,No,0.0,2.0,1864.4,0.08,123.0,0
114.89,12.0,ATM,Travel,International,Mobile,17.0,Medium,Yes,0.0,1.0,4813.7,0.71,207.0,0
7.38,23.0,Online,Groceries,Domestic,Tablet,8.0,High,No,0.0,1.0,1361.5,0.05,223.0,0
38.42,1.0,POS,Luxury,Local,Desktop,19.0,Low,No,0.0,5.0,3374.3,0.4,5.0,0
186.35,3.0,Online,Groceries,Domestic,Desktop,14.0,Medium,Yes,0.0,3.0,4020.3,2.39,177.0,0
2.35,9.0,ATM,Groceries,Local,Desktop,5.0,Medium,Yes,0.0,5.0,985.0,0.02,92.0,0
168.45,6.0,Online,Others,Domestic,Tablet,19.0,Medium,Yes,0.0,3.0,4865.8,1.79,55.0,0
,23.0,Online,Clothing,Domestic,Mobile,13.0,Medium,Yes,1.0,4.0,2733.2,0.37,46.0,0
12.58,16.0,Online,Travel,Local,Tablet,18.0,Low,Yes,0.0,3.0,4572.5,0.07,143.0,0
119.32,19.0,POS,Groceries,Domestic,Mobile,11.0,Low,Yes,0.0,2.0,3319.4,1.55,200.0,0
99.14,5.0,Online,Groceries,Domestic,Tablet,12.0,Medium,Yes,0.0,3.0,3247.1,0.73,228.0,0
209.94,18.0,POS,Luxury,Domestic,Tablet,8.0,Medium,Yes,0.0,5.0,1727.9,1.18,224.0,0
132.83,4.0,ATM,Electronics,Local,Desktop,12.0,Low,Yes,0.0,1.0,3853.0,1.01,167.0,0
162.7,9.0,POS,Electronics,Local,Tablet,1.0,Low,No,0.0,1.0,148.9,1.5,231.0,0
33.13,8.0,ATM,Groceries,Domestic,Desktop,18.0,Medium,Yes,0.0,3.0,2779.1,1.26,150.0,0
19.53,12.0,POS,Electronics,International,POS_Terminal,2.0,Medium,Yes,0.0,4.0,160.7,0.14,62.0,0
138.88,18.0,Online,Travel,Local,Mobile,12.0,Medium,No,0.0,1.0,1534.4,0.7,197.0,0
164.42,20.0,POS,Luxury,Local,Mobile,19.0,Medium,Yes,0.0,1.0,481.5,0.99,74.0,0
465.7,23.0,Online,Clothing,Local,Tablet,7.0,Low,No,0.0,1.0,4558.0,3.47,159.0,0
53.21,5.0,Online,Clothing,Local,Tablet,7.0,Low,Yes,0.0,4.0,3141.3,0.51,165.0,0
46.52,3.0,Online,Clothing,Domestic,Desktop,1.0,Low,Yes,0.0,5.0,3342.6,0.77,151.0,0
149.8,23.0,Online,Clothing,Domestic,POS_Terminal,18.0,Medium,No,0.0,3.0,4255.6,1.04,224.0,0
41.67,2.0,POS,Travel,International,Desktop,8.0,Medium,Yes,0.0,4.0,3665.2,0.8,216.0,0
267.01,2.0,ATM,Groceries,Domestic,POS_Terminal,10.0,Low,No,0.0,3.0,621.0,1.49,132.0,0
195.48,3.0,Online,Groceries,Local,Desktop,1.0,Low,Yes,0.0,2.0,3087.7,2.33,43.0,0
56.04,4.0,Online,Others,Domestic,Mobile,15.0,Low,Yes,0.0,3.0,4890.9,0.61,38.0,0
138.98,7.0,Online,Groceries,Domestic,Desktop,15.0,Medium,Yes,0.0,1.0,1070.6,2.36,143.0,0
140.46,15.0,Online,Groceries,International,POS_Terminal,4.0,Low,No,0.0,4.0,3098.6,1.32,11.0,0
10.88,21.0,POS,Clothing,Local,Mobile,10.0,Low,No,0.0,4.0,2818.1,0.08,25.0,0
232.84,2.0,Online,Travel,Local,POS_Terminal,8.0,Medium,Yes,0.0,5.0,1958.2,3.13,154.0,0
70.37,23.0,Online,Clothing,Local,Tablet,14.0,Low,Yes,0.0,2.0,4773.2,0.48,39.0,0
175.13,11.0,ATM,Electronics,Local,Desktop,13.0,Low,No,0.0,5.0,1782.0,1.33,56.0,0
38.57,7.0,Online,Others,Local,Desktop,17.0,High,Yes,0.0,5.0,468.4,0.44,179.0,0
225.88,12.0,POS,Travel,Domestic,Desktop,7.0,High,No,0.0,2.0,4812.7,2.96,101.0,0
49.3,3.0,POS,Luxury,Domestic,Desktop,6.0,Low,Yes,0.0,1.0,3646.1,0.28,100.0,0
1.09,13.0,POS,Groceries,Local,Mobile,9.0,Medium,Yes,0.0,4.0,1712.2,0.05,161.0,0
235.79,13.0,POS,Groceries,Local,POS_Terminal,8.0,Medium,Yes,0.0,3.0,1402.6,1.58,112.0,0
9.57,12.0,Online,Electronics,International,Desktop,14.0,High,No,0.0,2.0,4640.1,0.1,108.0,0
38.47,5.0,ATM,Groceries,Local,POS_Terminal,3.0,Medium,No,0.0,5.0,1367.7,0.26,148.0,0
299.7,16.0,POS,Groceries,Local,Desktop,13.0,Medium,No,0.0,3.0,2685.8,2.69,52.0,0
300.79,3.0,POS,Groceries,Local,Desktop,9.0,High,Yes,0.0,2.0,1074.8,8.57,34.0,0
85.2,7.0,ATM,Clothing,Local,Desktop,9.0,Low,No,0.0,2.0,4976.1,0.43,45.0,0
99.92,16.0,Online,Clothing,Local,Tablet,11.0,Medium,No,0.0,1.0,3847.5,2.82,76.0,0
59.5,2.0,Online,Travel,Domestic,Mobile,6.0,Low,Yes,0.0,1.0,2838.2,1.23,100.0,0
34.7,16.0,Online,Groceries,International,POS_Terminal,12.0,High,No,0.0,4.0,3729.1,0.36,4.0,0
39.85,8.0,Online,Electronics,Domestic,Desktop,4.0,High,Yes,0.0,4.0,4581.8,0.21,13.0,0
111.63,1.0,POS,Groceries,Local,POS_Terminal,4.0,Low,Yes,0.0,3.0,4815.6,1.53,59.0,0
139.58,12.0,POS,Electronics,Local,Tablet,17.0,Low,Yes,0.0,4.0,3930.1,1.14,67.0,0
156.82,19.0,POS,Electronics,International,Tablet,7.0,Low,Yes,0.0,2.0,4245.3,1.38,181.0,0
155.88,1.0,POS,Electronics,Domestic,Desktop,6.0,Low,Yes,1.0,2.0,1989.0,1.96,145.0,0
9.56,19.0,ATM,Others,Local,Desktop,8.0,Low,Yes,0.0,2.0,1959.1,0.07,199.0,0
68.2,10.0,,Luxury,Local,Tablet,7.0,Medium,Yes,0.0,2.0,4041.5,0.62,122.0,0
5.93,21.0,POS,Clothing,Domestic,Desktop,8.0,Medium,No,0.0,1.0,3798.1,0.05,45.0,0
79.75,14.0,POS,Others,Local,Tablet,9.0,Medium,Yes,0.0,2.0,4504.9,1.38,47.0,0
58.26,10.0,POS,Clothing,Local,Tablet,1.0,Low,Yes,0.0,2.0,665.0,0.31,206.0,0
218.66,22.0,Online,Luxury,Local,Desktop,3.0,Medium,Yes,0.0,2.0,3454.1,5.48,96.0,0
43.22,2.0,Online,Clothing,Local,Desktop,18.0,High,Yes,0.0,5.0,3238.2,0.3,112.0,0
12.45,2.0,POS,Clothing,Local,Mobile,19.0,Low,Yes,0.0,3.0,3992.6,0.07,154.0,0
15.43,11.0,POS,Travel,Local,Mobile,11.0,Low,Yes,0.0,3.0,122.8,0.44,159.0,0
143.34,23.0,Online,Groceries,Local,POS_Terminal,16.0,Low,Yes,0.0,2.0,4131.3,5.69,112.0,0
96.29,4.0,Online,Clothing,Domestic,Tablet,18.0,Low,Yes,0.0,2.0,1632.1,1.2,124.0,0
10.66,19.0,POS,Others,Domestic,Mobile,6.0,Medium,Yes,0.0,3.0,3435.6,0.07,159.0,0
8.79,6.0,Online,Travel,Local,Tablet,2.0,Low,Yes,0.0,4.0,3082.8,0.06,208.0,0
120.72,6.0,Online,Groceries,International,Mobile,4.0,High,Yes,0.0,5.0,2201.0,0.72,60.0,0
7.55,12.0,POS,Electronics,Local,Desktop,5.0,High,No,0.0,5.0,3730.1,0.08,1.0,0
172.52,8.0,POS,Luxury,Local,Mobile,14.0,Low,Yes,0.0,4.0,4806.1,0.87,174.0,0
122.5,20.0,POS,Others,Local,POS_Terminal,1.0,Low,No,0.0,2.0,1617.4,1.43,34.0,0
8.48,12.0,ATM,Electronics,Domestic,POS_Terminal,14.0,Medium,Yes,0.0,3.0,3742.2,0.05,218.0,0
8.87,11.0,ATM,Luxury,Local,Desktop,13.0,High,No,0.0,5.0,1572.7,0.11,182.0,0
431.55,12.0,ATM,Others,Local,Mobile,16.0,Low,No,0.0,4.0,4228.3,7.27,187.0,0
46.88,23.0,Online,Groceries,Domestic,Desktop,4.0,High,Yes,0.0,4.0,2186.4,0.58,94.0,0
46.31,9.0,Online,Luxury,Local,Tablet,6.0,Medium,Yes,0.0,1.0,2246.3,0.85,41.0,0
167.56,0.0,Online,Electronics,Domestic,Mobile,9.0,Low,Yes,0.0,4.0,3859.4,3.88,51.0,0
294.22,7.0,ATM,Clothing,Domestic,Desktop,1.0,Medium,Yes,0.0,1.0,2480.8,3.44,5.0,0
426.88,21.0,POS,Clothing,International,Tablet,17.0,Low,Yes,0.0,1.0,1333.2,9.2,88.0,0
139.99,15.0,Online,Clothing,Local,Mobile,4.0,Low,No,0.0,5.0,4977.7,1.27,138.0,0
47.2,12.0,Online,Travel,Local,Mobile,6.0,Medium,No,0.0,2.0,3101.1,1.79,166.0,0
8.72,2.0,Online,Electronics,,Desktop,16.0,Low,Yes,0.0,2.0,3225.7,0.09,163.0,0
150.12,2.0,POS,Others,Domestic,Tablet,7.0,Low,Yes,0.0,4.0,3232.9,0.78,194.0,0
81.74,23.0,Online,Luxury,Domestic,POS_Terminal,5.0,Low,Yes,0.0,3.0,4416.8,0.97,221.0,0
55.2,4.0,Online,Travel,Local,Mobile,9.0,Low,Yes,0.0,3.0,919.4,1.23,147.0,0
236.82,10.0,POS,Electronics,Local,Desktop,19.0,Low,No,0.0,1.0,295.8,3.16,166.0,0
11.79,6.0,Online,Groceries,Local,Desktop,1.0,Medium,Yes,0.0,4.0,1933.5,0.07,181.0,0
67.85,20.0,POS,Electronics,Local,Mobile,8.0,Low,No,0.0,4.0,2824.5,0.89,120.0,0
1.14,23.0,ATM,Others,Local,Desktop,4.0,Low,Yes,0.0,2.0,1428.5,0.01,234.0,0
63.24,9.0,Online,Groceries,Local,Mobile,17.0,Low,Yes,0.0,3.0,3446.0,0.39,50.0,0
5.8,9.0,Online,Others,Local,Mobile,1.0,Low,Yes,0.0,5.0,369.6,0.09,78.0,0
12.65,19.0,POS,Luxury,Local,Tablet,2.0,Low,Yes,0.0,4.0,3953.5,0.12,92.0,0
12.5,1.0,POS,Travel,Local,Desktop,14.0,High,No,0.0,4.0,3590.4,0.4,162.0,0
104.76,2.0,Online,Clothing,Local,POS_Terminal,2.0,Medium,Yes,0.0,2.0,1069.7,2.04,132.0,0
137.06,7.0,POS,Clothing,Local,Mobile,1.0,High,Yes,0.0,5.0,1492.3,2.38,61.0,0
87.56,10.0,Online,Travel,Local,Desktop,13.0,Low,Yes,0.0,5.0,4035.0,0.85,111.0,0
327.47,12.0,POS,Electronics,Local,Mobile,8.0,High,Yes,0.0,5.0,3866.7,1.95,89.0,0
46.98,6.0,Online,Luxury,Local,Mobile,9.0,Medium,Yes,1.0,5.0,4068.8,0.56,198.0,0
33.65,12.0,Online,Clothing,Domestic,POS_Terminal,2.0,Medium,No,0.0,3.0,1611.2,0.38,220.0,0
202.95,1.0,POS,Travel,Local,Tablet,17.0,Low,Yes,0.0,1.0,4847.9,2.74,102.0,0
25.31,5.0,Online,Travel,Domestic,Mobile,6.0,Low,Yes,0.0,5.0,3576.7,0.33,137.0,0
330.29,8.0,Online,Groceries,Domestic,Tablet,3.0,High,No,0.0,1.0,326.0,3.57,180.0,0
1.22,19.0,Online,Groceries,Domestic,POS_Terminal,17.0,Medium,Yes,0.0,1.0,2388.7,0.01,82.0,0
350.25,1.0,POS,Luxury,Local,Mobile,6.0,Medium,Yes,0.0,2.0,3322.7,14.36,159.0,0
4.41,17.0,Online,Groceries,Local,Mobile,8.0,Low,Yes,0.0,5.0,843.3,0.03,86.0,0
221.77,15.0,POS,Clothing,Domestic,Mobile,14.0,Low,Yes,0.0,3.0,4508.8,1.23,68.0,0
75.01,11.0,POS,Electronics,International,Tablet,10.0,High,Yes,0.0,2.0,3770.5,0.79,161.0,0
495.68,6.0,POS,Groceries,International,Mobile,10.0,Low,No,0.0,2.0,407.2,3.61,100.0,0
7.67,6.0,Online,Groceries,Local,Mobile,15.0,Medium,Yes,0.0,1.0,4566.0,0.06,59.0,0
